termId,conceptId,currentText,originalCategory,taxonomyCategory,sourceFile,screenOrFeature,notes
ST3_0574,TERM_ST3_0574,"$1там, где {PLACE}$2",Other,Status,AsyncScene/Web/data.js,general_interface,variables=PLACE; line=1839; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0575,TERM_ST3_0575,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1867; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0576,TERM_ST3_0576,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1873; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0577,TERM_ST3_0577,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1873; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0578,TERM_ST3_0578,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1887; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0579,TERM_ST3_0579,"$1там, где {PLACE}",Other,Status,AsyncScene/Web/data.js,general_interface,variables=PLACE; line=1891; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0580,TERM_ST3_0580,"$1там, где {PLACE}$2",Other,Status,AsyncScene/Web/data.js,general_interface,variables=PLACE; line=1894; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0581,TERM_ST3_0581,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1908; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0582,TERM_ST3_0582,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1911; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0583,TERM_ST3_0583,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1911; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0584,TERM_ST3_0584,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1968; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0585,TERM_ST3_0585,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1972; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0586,TERM_ST3_0586,здесь,Other,Status,AsyncScene/Web/data.js,general_interface,line=1972; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0587,TERM_ST3_0587,Гарри Поттер,Other,Status,AsyncScene/Web/data.js,general_interface,line=2015; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0588,TERM_ST3_0588,Шерлок Холмс,Other,Status,AsyncScene/Web/data.js,general_interface,line=2015; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0589,TERM_ST3_0589,Эркюль Пуаро,Other,Status,AsyncScene/Web/data.js,general_interface,line=2015; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0590,TERM_ST3_0590,Фродо,Other,Status,AsyncScene/Web/data.js,general_interface,line=2015; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0591,TERM_ST3_0591,Гэндальф,Other,Status,AsyncScene/Web/data.js,general_interface,line=2015; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0592,TERM_ST3_0592,Лара Крофт,Other,Status,AsyncScene/Web/data.js,general_interface,line=2016; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0593,TERM_ST3_0593,Индиана Джонс,Other,Status,AsyncScene/Web/data.js,general_interface,line=2016; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0594,TERM_ST3_0594,Дарт Вейдер,Other,Status,AsyncScene/Web/data.js,general_interface,line=2016; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0595,TERM_ST3_0595,Чубакка,Other,Status,AsyncScene/Web/data.js,general_interface,line=2016; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0596,TERM_ST3_0596,Принцесса Лея,Other,Status,AsyncScene/Web/data.js,general_interface,line=2016; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0597,TERM_ST3_0597,Бэтмен,Other,Status,AsyncScene/Web/data.js,general_interface,line=2017; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0598,TERM_ST3_0598,Супермен,Other,Status,AsyncScene/Web/data.js,general_interface,line=2017; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0599,TERM_ST3_0599,Человек-паук,Other,Status,AsyncScene/Web/data.js,general_interface,line=2017; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0600,TERM_ST3_0600,Тони Старк,Other,Status,AsyncScene/Web/data.js,general_interface,line=2017; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0601,TERM_ST3_0601,Капитан Америка,Other,Status,AsyncScene/Web/data.js,general_interface,line=2017; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0602,TERM_ST3_0602,Чудо-женщина,Other,Status,AsyncScene/Web/data.js,general_interface,line=2018; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0603,TERM_ST3_0603,Марио,Other,Status,AsyncScene/Web/data.js,general_interface,line=2018; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0604,TERM_ST3_0604,Луиджи,Other,Status,AsyncScene/Web/data.js,general_interface,line=2018; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0605,TERM_ST3_0605,Линк,Other,Status,AsyncScene/Web/data.js,general_interface,line=2018; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0606,TERM_ST3_0606,Зельда,Other,Status,AsyncScene/Web/data.js,general_interface,line=2018; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0607,TERM_ST3_0607,Пикачу,Other,Status,AsyncScene/Web/data.js,general_interface,line=2019; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0608,TERM_ST3_0608,Наруто,Other,Status,AsyncScene/Web/data.js,general_interface,line=2019; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0609,TERM_ST3_0609,Сейлор Мун,Other,Status,AsyncScene/Web/data.js,general_interface,line=2019; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0610,TERM_ST3_0610,Тоторо,Other,Status,AsyncScene/Web/data.js,general_interface,line=2019; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0611,TERM_ST3_0611,Астерикс,Other,Status,AsyncScene/Web/data.js,general_interface,line=2019; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0612,TERM_ST3_0612,Обеликс,Other,Status,AsyncScene/Web/data.js,general_interface,line=2020; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0613,TERM_ST3_0613,Микки Маус,Other,Status,AsyncScene/Web/data.js,general_interface,line=2020; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0614,TERM_ST3_0614,Дональд Дак,Other,Status,AsyncScene/Web/data.js,general_interface,line=2020; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0615,TERM_ST3_0615,Винни-Пух,Other,Status,AsyncScene/Web/data.js,general_interface,line=2020; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0616,TERM_ST3_0616,Питер Пэн,Other,Status,AsyncScene/Web/data.js,general_interface,line=2020; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0617,TERM_ST3_0617,Комиссар Гордон,Other,Status,AsyncScene/Web/data.js,reports_cop_flow,line=2024; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0618,TERM_ST3_0618,Инспектор Лестрейд,Other,Status,AsyncScene/Web/data.js,reports_cop_flow,line=2024; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0619,TERM_ST3_0619,Эркюль Пуаро,Other,Status,AsyncScene/Web/data.js,reports_cop_flow,line=2024; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0620,TERM_ST3_0620,Лейтенант Коломбо,Other,Status,AsyncScene/Web/data.js,reports_cop_flow,line=2024; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0621,TERM_ST3_0621,Агент Купер,Other,Status,AsyncScene/Web/data.js,reports_cop_flow,line=2024; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0622,TERM_ST3_0622,КринжЛорд,Other,Status,AsyncScene/Web/data.js,general_interface,line=2025; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0623,TERM_ST3_0623,МемБот,Other,Status,AsyncScene/Web/data.js,general_interface,line=2025; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0624,TERM_ST3_0624,Трололо,Other,Status,AsyncScene/Web/data.js,general_interface,line=2025; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0625,TERM_ST3_0625,ПастаМастер,Other,Status,AsyncScene/Web/data.js,general_interface,line=2025; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0626,TERM_ST3_0626,Шутник_3000,Other,Status,AsyncScene/Web/data.js,general_interface,line=2025; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0627,TERM_ST3_0627,Дон Корлеоне,Other,Status,AsyncScene/Web/data.js,general_interface,line=2026; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0628,TERM_ST3_0628,Профессор Мориарти,Other,Status,AsyncScene/Web/data.js,general_interface,line=2026; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0629,TERM_ST3_0629,Тайвин Ланнистер,Other,Status,AsyncScene/Web/data.js,general_interface,line=2026; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0630,TERM_ST3_0630,Томас Шелби,Other,Status,AsyncScene/Web/data.js,general_interface,line=2026; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0631,TERM_ST3_0631,Фрэнк Андервуд,Other,Status,AsyncScene/Web/data.js,general_interface,line=2026; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0632,TERM_ST3_0632,Шнырь,Other,Status,AsyncScene/Web/data.js,general_interface,line=2027; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0633,TERM_ST3_0633,Сивый,Other,Status,AsyncScene/Web/data.js,general_interface,line=2027; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0634,TERM_ST3_0634,Крюк,Other,Status,AsyncScene/Web/data.js,general_interface,line=2027; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0635,TERM_ST3_0635,Нож,Other,Status,AsyncScene/Web/data.js,general_interface,line=2027; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0636,TERM_ST3_0636,Шкет,Other,Status,AsyncScene/Web/data.js,general_interface,line=2027; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0637,TERM_ST3_0637,Токио,Other,Status,AsyncScene/Web/data.js,general_interface,line=2032; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0638,TERM_ST3_0638,Киото,Other,Status,AsyncScene/Web/data.js,general_interface,line=2032; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0639,TERM_ST3_0639,Осака,Other,Status,AsyncScene/Web/data.js,general_interface,line=2032; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0640,TERM_ST3_0640,Лондон,Other,Status,AsyncScene/Web/data.js,general_interface,line=2032; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0641,TERM_ST3_0641,Париж,Other,Status,AsyncScene/Web/data.js,general_interface,line=2032; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0642,TERM_ST3_0642,Рим,Other,Status,AsyncScene/Web/data.js,general_interface,line=2032; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0643,TERM_ST3_0643,Барселона,Other,Status,AsyncScene/Web/data.js,general_interface,line=2032; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0644,TERM_ST3_0644,Берлин,Other,Status,AsyncScene/Web/data.js,general_interface,line=2032; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0645,TERM_ST3_0645,Нью-Йорк,Other,Status,AsyncScene/Web/data.js,general_interface,line=2033; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0646,TERM_ST3_0646,Сан-Франциско,Other,Status,AsyncScene/Web/data.js,general_interface,line=2033; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0647,TERM_ST3_0647,Сеул,Other,Status,AsyncScene/Web/data.js,general_interface,line=2033; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0648,TERM_ST3_0648,Сингапур,Other,Status,AsyncScene/Web/data.js,general_interface,line=2033; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0649,TERM_ST3_0649,Сидней,Other,Status,AsyncScene/Web/data.js,general_interface,line=2033; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0650,TERM_ST3_0650,Торонто,Other,Status,AsyncScene/Web/data.js,general_interface,line=2033; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0651,TERM_ST3_0651,Амстердам,Other,Status,AsyncScene/Web/data.js,general_interface,line=2033; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0652,TERM_ST3_0652,Прага,Other,Status,AsyncScene/Web/data.js,general_interface,line=2034; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0653,TERM_ST3_0653,Вена,Other,Status,AsyncScene/Web/data.js,general_interface,line=2034; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0654,TERM_ST3_0654,Стокгольм,Other,Status,AsyncScene/Web/data.js,general_interface,line=2034; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0655,TERM_ST3_0655,Хельсинки,Other,Status,AsyncScene/Web/data.js,general_interface,line=2034; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0656,TERM_ST3_0656,Афины,Other,Status,AsyncScene/Web/data.js,general_interface,line=2034; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0657,TERM_ST3_0657,Эйфелева башня,Other,Status,AsyncScene/Web/data.js,general_interface,line=2035; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0658,TERM_ST3_0658,Колизей,Other,Status,AsyncScene/Web/data.js,general_interface,line=2035; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0659,TERM_ST3_0659,Биг-Бен,Other,Status,AsyncScene/Web/data.js,general_interface,line=2035; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0660,TERM_ST3_0660,Статуя Свободы,Other,Status,AsyncScene/Web/data.js,general_interface,line=2035; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0661,TERM_ST3_0661,Тадж-Махал,Other,Status,AsyncScene/Web/data.js,general_interface,line=2035; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0662,TERM_ST3_0662,Пизанская башня,Other,Status,AsyncScene/Web/data.js,general_interface,line=2036; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0663,TERM_ST3_0663,Центральная площадь,Other,Status,AsyncScene/Web/data.js,chat_ui,line=2036; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0664,TERM_ST3_0664,Старый район,Other,Status,AsyncScene/Web/data.js,general_interface,line=2036; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0665,TERM_ST3_0665,Неоновый квартал,Other,Status,AsyncScene/Web/data.js,general_interface,line=2036; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0666,TERM_ST3_0666,Чат-лобби,ChatLine,Status,AsyncScene/Web/data.js,chat_ui,line=2036; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0667,TERM_ST3_0667,Площадь,Other,Status,AsyncScene/Web/data.js,chat_ui,line=2041; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0668,TERM_ST3_0668,Ночной бар,Other,Status,AsyncScene/Web/data.js,general_interface,line=2042; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0669,TERM_ST3_0669,Аркада,Other,Status,AsyncScene/Web/data.js,general_interface,line=2043; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0670,TERM_ST3_0670,"Эм... ${withTail("", если вы вдруг в курсе"")}",Other,Status,AsyncScene/Web/data.js,general_interface,"variables=withTail("", если вы вдруг в курсе""); line=2223; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1"
ST3_0671,TERM_ST3_0671,"Эм... ${withTail("", если ты вдруг в курсе"")}",Other,Status,AsyncScene/Web/data.js,general_interface,"variables=withTail("", если ты вдруг в курсе""); line=2224; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1"
ST3_0672,TERM_ST3_0672,"Подскажите, пожалуйста: ${t}",Other,Status,AsyncScene/Web/data.js,general_interface,variables=t; line=2225; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0673,TERM_ST3_0673,", подскажете",Other,Status,AsyncScene/Web/data.js,general_interface,line=2226; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0674,TERM_ST3_0674,", подскажешь",Other,Status,AsyncScene/Web/data.js,general_interface,line=2227; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0675,TERM_ST3_0675,", отвечайте",Other,Status,AsyncScene/Web/data.js,general_interface,line=2228; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0676,TERM_ST3_0676,", отвечай",Other,Status,AsyncScene/Web/data.js,general_interface,line=2229; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0677,TERM_ST3_0677,", ты же знаешь",Other,Status,AsyncScene/Web/data.js,general_interface,line=2230; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0678,TERM_ST3_0678,", ты ответишь или нет",Other,Status,AsyncScene/Web/data.js,general_interface,line=2231; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0679,TERM_ST3_0679,", отвечай четко",Other,Status,AsyncScene/Web/data.js,general_interface,line=2232; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0680,TERM_ST3_0680,"Кажется,",Other,Status,AsyncScene/Web/data.js,general_interface,line=2240; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0681,TERM_ST3_0681,"Я не уверен, но",Other,Status,AsyncScene/Web/data.js,general_interface,line=2240; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0682,TERM_ST3_0682,"Если честно, не знаю, но",Other,Status,AsyncScene/Web/data.js,general_interface,line=2240; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0683,TERM_ST3_0683,"Наверное,",Other,Status,AsyncScene/Web/data.js,general_interface,line=2240; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0684,TERM_ST3_0684,может быть?,Other,Status,AsyncScene/Web/data.js,general_interface,line=2241; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0685,TERM_ST3_0685,как думаешь?,Other,Status,AsyncScene/Web/data.js,general_interface,line=2241; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0686,TERM_ST3_0686,вроде?,Other,Status,AsyncScene/Web/data.js,general_interface,line=2241; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0687,TERM_ST3_0687,наверное?,Other,Status,AsyncScene/Web/data.js,general_interface,line=2241; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0688,TERM_ST3_0688,"Подскажите, пожалуйста:",Other,Status,AsyncScene/Web/data.js,general_interface,line=2244; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0689,TERM_ST3_0689,"Скажите, пожалуйста:",Other,Status,AsyncScene/Web/data.js,general_interface,line=2244; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0690,TERM_ST3_0690,Не подскажете:,Other,Status,AsyncScene/Web/data.js,general_interface,line=2244; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0691,TERM_ST3_0691,Если можно:,Other,Status,AsyncScene/Web/data.js,general_interface,line=2244; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0692,TERM_ST3_0692,подскажете?,Other,Status,AsyncScene/Web/data.js,general_interface,line=2245; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0693,TERM_ST3_0693,скажете?,Other,Status,AsyncScene/Web/data.js,general_interface,line=2245; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0694,TERM_ST3_0694,если можно?,Other,Status,AsyncScene/Web/data.js,general_interface,line=2245; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0695,TERM_ST3_0695,Скажи:,Other,Status,AsyncScene/Web/data.js,general_interface,line=2248; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0696,TERM_ST3_0696,Ответь:,Hint,Hint,AsyncScene/Web/data.js,general_interface,line=2248; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0697,TERM_ST3_0697,Дай ответ:,Other,Status,AsyncScene/Web/data.js,general_interface,line=2248; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0698,TERM_ST3_0698,отвечай.,Other,Status,AsyncScene/Web/data.js,general_interface,line=2249; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0699,TERM_ST3_0699,сразу.,Other,Status,AsyncScene/Web/data.js,general_interface,line=2249; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0700,TERM_ST3_0700,без воды.,Other,Status,AsyncScene/Web/data.js,general_interface,line=2249; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0701,TERM_ST3_0701,Четко:,Other,Status,AsyncScene/Web/data.js,general_interface,line=2252; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0702,TERM_ST3_0702,Коротко:,Other,Status,AsyncScene/Web/data.js,general_interface,line=2252; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0703,TERM_ST3_0703,Без лишнего:,Other,Status,AsyncScene/Web/data.js,general_interface,line=2252; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0704,TERM_ST3_0704,отвечай.,Other,Status,AsyncScene/Web/data.js,general_interface,line=2253; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0705,TERM_ST3_0705,без спору.,Other,Status,AsyncScene/Web/data.js,general_interface,line=2253; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0706,TERM_ST3_0706,по факту.,Other,Status,AsyncScene/Web/data.js,general_interface,line=2253; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0707,TERM_ST3_0707,ну че кто первый вбросит,Other,Status,AsyncScene/Web/data.js,general_interface,line=2397; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0708,TERM_ST3_0708,я тут чисто посмотреть,Other,Status,AsyncScene/Web/data.js,general_interface,line=2398; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0709,TERM_ST3_0709,"кто-то сегодня токсик, не я",Other,Status,AsyncScene/Web/data.js,reports_cop_flow,line=2399; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0710,TERM_ST3_0710,скибиди вайб на площади,Other,Status,AsyncScene/Web/data.js,general_interface,line=2400; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0711,TERM_ST3_0711,кринж зашел в чат и сел,ChatLine,Status,AsyncScene/Web/data.js,chat_ui,line=2401; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0712,TERM_ST3_0712,давайте без истерик,Other,Status,AsyncScene/Web/data.js,general_interface,line=2402; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0713,TERM_ST3_0713,"мне скучно, дайте движ",Other,Status,AsyncScene/Web/data.js,general_interface,line=2403; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0714,TERM_ST3_0714,кто орет тот и неправ,Other,Status,AsyncScene/Web/data.js,general_interface,line=2404; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0715,CONCEPT_BATTLE_ACTION,сегодня пахнет баттлами,Other,ActionName,AsyncScene/Web/data.js,battle_ui,line=2405; canonConcept=CONCEPT_BATTLE_ACTION; canonCategory=Button; STEP3_UI_TAXONOMY_V1
ST3_0716,TERM_ST3_0716,кто-то сейчас словит ответку,Other,Status,AsyncScene/Web/data.js,pending_states,line=2406; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0717,CONCEPT_POINTS_CURRENCY,💰 не пахнут,ResourceName,ResourceName,AsyncScene/Web/data.js,economy_toasts,line=2407; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0718,TERM_ST3_0718,вы вообще читаете что пишете,Other,Status,AsyncScene/Web/data.js,general_interface,line=2408; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0719,CONCEPT_BATTLE_ACTION,баттл это просто разговор с адреналином,Other,ActionName,AsyncScene/Web/data.js,battle_ui,line=2409; canonConcept=CONCEPT_BATTLE_ACTION; canonCategory=Button; STEP3_UI_TAXONOMY_V1
ST3_0720,TERM_ST3_0720,"давайте культурно, ну почти",Other,Status,AsyncScene/Web/data.js,general_interface,line=2410; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0721,TERM_ST3_0721,кто следующий,Other,Status,AsyncScene/Web/data.js,general_interface,line=2411; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0722,TERM_ST3_0722,"ну давай, удиви",Other,Status,AsyncScene/Web/data.js,general_interface,line=2412; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
